COMMENTS,"LANGUAGE (E, F, or N)",OFFENSIVE (Y or N),EMOTION,"Hard to annotate?
(Y or N) ","Name o link? 
(Y, L or N) ",
Minsan everyday,F,N,Joy,N,N,
Yucks ka damak.,N,Y,Disgust,N,N,
Momy oni ouh tulongan mo siya pra gumanda,F,N,Joy,N,Y,
Pwd nmn gawing pang kabuhayan yan s legal n paraan..turuan ng govt mag tanim s sariling lupain ng mga magsasaka.madali nmn daw buhayin yan eh..parang mahogany din.,F,N,Joy,N,N,
SI [NAME] KAYA NYA GAGAWING BARYA ANG BENTE PESOS DAHIL SA PAG IWAS NANG PAGPUTOL SA PUNO,F,N,Sadness,N,N,
When I hear se[NAME]i I thought I click the wrong vid cause i know it’s from yandere,E,N,Surprise,N,N,
Hi mga kapuso pasubscribe naman po kay tatay Batonggala vlog .,F,N,Joy,N,Y,
Unfair ng life mas maige pa mag benta nyan kaysa sa drugs tapos pag babawalan . Tsskk kaya d na unlad ang bansa e.,F,N,Sadness,N,N,
Pataynana sana yan,F  ,N,Disgust,N,N,
ang gaganda ng mga kulay ng pythons na nahuli nila..😯,F,N,Surprise,N,N,
Para sa pamilya gagawin talaga pag wala ng iba pra grbi kawawa🥺,F,N,Sadness,N,N,
YAK EWW EEEEH YEEE KADIRI,F,Y,Disgust,N,N,
"Dapat isinama nlng nya ung mga anak nya s pag.alis nya... Lalo n ung iba Ang ama,cguradong pag.iinitan un NG kinakasama nya",F,N,Fear,N,N,
"Bantay salakay din yung mga ng huhulo oi, eh sila naman din yung bumibinta tapos manghuli. Unfair din.",F,N,Sadness,N,N,
😢😢😢😢😢npsigaw ako nung toklwin ung tao😃😃😃😃😃😃😃😃,F,N,Surprise,N,N,
pinapanuod ko palang nasusuka nako iwwwwwwwwwwww,F,N,Disgust,N,N,
Loving this episode bless you kuya Sana tuloyan kana gumaling,F,N,Joy,N,N,
Puno ng agar nabasa ko yan sa bible ahh 😮🤔❤️,F,N,Joy,N,N,
Naawa ako kay [NAME],F,N,Sadness,N,N,
Bitayin sana yan!!..,F,N,Anger,N,N,
iba [NAME] pag pag malaki ang kikitain bawal,F,N,None,N,N,
Dugyot mu....yaks,F,Y,Disgust,N,N,
Ang goberno talaga!! Tax Ang gusto Nyan...🤪🤪🤪,F,N,Anger,N,N,
6:56 normal naman yan kahit kanino kahit pa sa mga health concious..madami nga jan sobrang linis pero mas madaming complications,F,N,Fear,N,N,
Nandiri ako haysss sorry,F,N,Disgust,N,N,
Goodluck girl ! Ipag pray ka namin,F,N,Joy,N,N,
ako lang ba nagulat nong natuklaw sya ng ahas hahahha 😂🤣🤣🤣,F,N,Surprise,N,N,
Nakampunta nako jan sa buhol may fake pag katapos pero totoong katawan,F,N,Joy,N,Y,
[NAME] is good all the time🙏[NAME] bless kuya [NAME] at sa tumulong sa kanyan.. Maraming salamat sa tulong mo kapatid,F,N,Joy,N,N,
Magbenta ng kilo2 lapnisan huli ayon sa batas bawal!! Pagkasira ng kabundukan at karagatan dahil sa illegal minings ok lang malaki nman bigay!,F,N,Anger,N,N,
"""Minsan everyday""",F,N,Joy,N,N,
Small youtuber. Hug to hug,E,N,Joy,N,N,
gwapo pala kapag na make over siya? [NAME] bless sa mga taong nasa likod nag pagbabago ni [NAME]..,F,N,Joy,N,N,
Pagaling kpa [NAME] [NAME]bless [NAME]🙏🙏🙏,F,N,Joy,N,N,
face transplant . ❤🙏🏻,E,N,Joy,N,N,
"maganda nmn cya tlga,, kita sa ugali tsaka sa kabilang pisngi",F,N,Joy,N,N,
puti payung ngipin nya s aakin,F,N,Joy,N,N,
Ang ganda infairness ang bait pa,F,N,Joy,N,N,
ilagay niyo suka at shampoo,F,N,Sadness,N,N,
Kalouy d ay sa storya ni [NAME].naa gyud poy lalaking manloloko...[NAME] bless you [NAME] sana gumaling kana..,N,N,Joy,N,N,
"eh kung nanganganib ng maubos, eh di MAGTANIM MARAMI, PADAMIHIN.. ganun nman ang DAPAT diba, Simple. MADAMI LANG TALAGANG TAMAD.",F,N,Anger,N,N,
Nag suka po ako dian nakaka diri,F,N,Disgust,N,N,
"ung gusto dynmkipgyakpan dalw lngsa aking bkuran
👇👇",F,N,Joy,N,N,
Sana magtuloy tuloy ang magandang recovery mo Sir [NAME].  Ilead ka sa tama ng sa gayon may mainspire sayo na mgbago habang hindi pa huli ang lahat.,F,N,Joy,N,N,
Magpakailan man gandang story to.,F,N,Joy,N,N,
Maganda nman sya at higit sa lahat mabait pa lalong lalo na may pangarap nmaka tulong sa family.,F,N,Joy,N,N,
Ang cute Nong Nasa Barangay xa para magpa aircon 😘😘😊😊,F,N,Joy,N,N,
Ms.Kara san po sa pasig ai lola [NAME]ia?please let me know po...i like to share my blessing..sakit po sa dibdib makita eh..salamat po,F,N,Sadness,N,Y,
Punta ka dito bahay dami namin ipis,F,N,Disgust,N,N,
kapag malaking pera jan...bawal agad sa goverment kasi swapang....kahit puno pa yan ng kamatis pag malaking pera pinag usapan dnr aksyon agad...recycle agad....sla na benta.,F,N,Anger,N,N,
Naalala ko tuloy si Rene Requiestas.,F,N,Joy,N,Y,
Love really drives you crazy. [NAME] I salute you for being sincere.,E,N,Joy,N,N,
iniimprove nyo mga walang kwentang kung anoano . yan ang dapat pagyamanin mataas pala value,F,N,Anger,N,N,
Mgnda syang bata,F,N,Joy,N,N,
Lahat nlng bwl hnd nmn mauubus yan,F,N,Anger,N,N,
putanginang mga engkanto to,F,Y,Anger,N,N,
She is beautiful no matter what🙂❤️,E,N,Joy,N,N,
bakit may kulong ??? nagmahal lang yung beki..kasalanan nung guy..,F,N,Sadness,N,N,
lupa naman nia un at sia may ari kung di mahal bentahan nun magiging iligay ba un.,F,N,Anger,N,N,
Sa lalaki muna lang sana binuhos yang asido .,F,N,Anger,N,N,
Karma is a bijj,F,N,Joy,N,N,
Minsan everyday 😂,F,N,Joy,N,N,
"Pwde pa ma yang magamot?.. I mean, kung operahan?..",F,N,None,N,N,
*Welcome to the World of snake buster*,E,N,Joy,N,N,
"Jan magaling ang pinoy illigal daw pero sila hinde, lumalabas pagka swapang sa mamahaling kahoy. KAPWA pinoy, ninanakawan KAPWA pinoy NG harapan. CRABMENTALITY BY PINOY",F,N,Anger,N,N,
"Goberno lng manginginabang dyan
Real talk",F,N,Anger,N,N,
pnhon pa ng aquino yn hanggang ngayon nangyyari p rin dhil sinisira nila ang hindi nila ka alyadong presidente,F,N,Sadness,N,N,
Kadiri ka wala kabang makain,F,Y,Disgust,N,N,
🙏🙏🙏🙏🙏🙏🙏🙏🙏😭😭😭,N,N,None,N,L,
Girl sinabunutan mo nalang sana..  Kesa sabuyan ng kung ano man.. 😥😥,F,N,Anger,N,N,
[NAME] lang ang pwedeng mag benta,F,N,Anger,N,N,
Wala man lang kayu natulong [NAME] tsk,F,N,Anger,N,N,
Pabilis ng pabilis ha😂😂,F,N,Joy,N,N,
yan ung ginagawa faham no mga [NAME],F,N,Joy,N,N,
I sense Magpakailanman.,F,N,Joy,N,N,
"Grabi ang curap ehh
Ayaw nila yumaman ang pilipino",F,N,Anger,N,N,
Ok lang yan kaya mo yan maganda ka naman talaga,F,N,Joy,N,N,
Kasalanan ng nanay yan wlang pakialam sa mga anak!,F,N,Anger,N,N,
kung millionaryo lang ako tutulongan kita.. i hope na may mga busilak na puso ang tumulong sayo.. you so pretty just keep praying lang.. ingat ka lagi🙂,F,N,Joy,N,N,
kawawa si [NAME] nagmahal ng maling tao :(,F,N,Sadness,N,N,
Atleast supportive Naman si lolo kay [NAME]❤️,F,N,Joy,N,N,
"hindi ko lubos na maintindihaan ang [NAME] na yan. pero isa lang ang masasabi ko,bitter siya :D",F,N,Joy,N,N,
Grabe ang laki ng impact na binigay mo kay [NAME]. . Salamat kasi may busilak kang puso.,F,N,Joy,N,N,
Sure akong nangati at napakamot ka sa ulo mo habang nandidiring pinapanood i2.Pakiunang tirisin ang ina ng mg bata sakapabayaan sa anak kaya umabot sa ganyankarami ang ku2 ng mg anak nya!👍👍,F,N,Anger,N,N,
#DEATHPENALTY,E,N,Anger,N,N,
Dito pwd sa amin kasi  huhulihin ka may bantay kasi sa bundok namin. Ito ata yong kinuha ng bayaw ko na hinuli sila ng mga bantay sa bundok namin.,F,N,Sadness,N,N,
[NAME] is soo good. At d sya pinabayaan.,F,N,Joy,N,N,
Nakakatakot mag mahal lalo kapag nakasakit ka at nasaktan ka. Sa mga lalaki jan isip isip bago kumabit.,F,N,Sadness,N,N,
Nakakaiyak naman sana may makatulong agad sa kanya asap🙏[NAME] bless syo Charlene at sa mga magbibigay ng tulong syo🙏,F,N,Sadness,N,Y,
buti nlng malamn ang leeg ni nanay. kung hnd baka patay na,F,N,Sadness,N,N,
"Kahit [NAME] kasinng [NAME] Crub mentally...
Dapat sana Pinag tanim ang mga magsasaka n2 para may kita naman sa hirap ng buhay...
Poro bawal!. S**T",F,N,Anger,N,N,
for me she's beautiful just the way she is. inside and out,E,N,Joy,N,N,
💪👍👍👍👍[NAME]bless you [NAME],E,N,Joy,N,N,
"Grabe naman tanim mu pinagbabawal, e d wag ka nalng mgtanim, kaya din ang daming nghihirap dito sa [NAME] kc ang daming makasarili... Kawawa naman ung ngtatanim, lupa naman nia un...",F,N,Sadness,N,N,
wew wag kànang mag shabu,F,N,Anger,N,N,
Dont worry po ate..may mabuting kalooban ka nmn..at ikaw ay unique...wag mainggit sa 8bang magaganda na masama ang ugali..[NAME]BLESS YOU PO..YOU ARE TRULLY BEAUTIFUL...,F,N,Joy,N,N,
Kung sa bahay namen yan nako araw arawin ng lola ko yan sapagkuto,F,N,Anger,N,N,
Mukha syang Indiana. Ganda nya.,F,N,Joy,N,Y,
This is mankind thousands of years ago before they discovered fire,E,N,Anger,N,N,
sa..mabbting puso na mayyaman sana matulongan,F,N,Sadness,N,N,
Dapat yan ang inayos ang muka hindi ung muka si zander ford. Mas deserve sya.,F,N,Anger,N,Y,
"@6:48 ayan ha narinig niyo mismo sa [NAME], tumitilaok ang sawa bago magkaroon ng kalamidad.",F,N,Joy,N,N,
Thank You Anthon... More blessings..,E,N,Joy,N,Y,
"Napaka ganda mo 
Di yan dahilan 
I know u have a good  heart 
For me your so pretty
Always stay positive in life❤",F,N,Joy,N,N,
Ubod ng ganda sya...,F,N,Joy,N,N,
Lodi.boy tapang from [NAME],F,N,Joy,N,N,
wala sa mokha nyan maganda naman kahit ganyan,F,N,Joy,N,N,
"Nagmahal,nasaktan,naghiganti.. 
So sad..",F,N,Sadness,N,N,
[NAME]bless po sana po maisa ayos po .. gaano man kadami ang hadlang may darating padin para matupad ang iyong pangarap sa buhay,F,N,Joy,N,N,
Kwell yung nakapag alis sa kuto ko dati e. 20 mins binababad tapos suyod. Tyagaan lang yan,F,N,None,N,N,
Pag laki mo magiging PNP chief ka din gaya ni Gen.Sinas😊,F,N,Joy,N,Y,
Pabaya ng magulang yan,F,N,Anger,N,N,
Buhay na tao at insekto?! Hindi kumakain ang tao ng ganyan!,F,N,Anger,N,N,
Shahahaahahaahh🤣🤣🤣🤣,N,N,Joy,N,L,
"Kapabayaan ng magulang, suyod lang araw araw ang sulosyon nyan bakit pinaabot pa sa  ganyang stage na nagsugat sugat na!",F,N,Anger,N,N,
"Hayyyyy, saan ba ang mas maganda, benta ng shabu or lapnisan.  Bakit ang [NAME] hindi na lang i encourage ang mga farmers na mag tanim ng maraming lapnisan and then i legalize ang pagbenta nito.",F,N,Sadness,N,N,
What a life story beautiful,E,N,Joy,N,N,
Bkit nyuba pinakuta ang pagkain nya ewwww,F,N,Disgust,N,N,
Wag kakain masama iyan sa katawan.,F,N,Fear,N,N,
In my own opinion ang mali dito yung lalaki dapat sinabihan niya na si [NAME] na ayaw nya na bat kailagan pa kasi humantong dito?,F,N,Sadness,N,N,
[NAME]bless po kay [NAME] at pati narin po sa mga tumulong sa kanya. ❤️❤️❤️,F,N,Joy,N,N,
so glad to see that he is slowly recovered.,E,N,Joy,N,N,
Butiki isn't harmful,F,N,Fear,N,N,
Kadiri yaki.. bakit? Kasi kadiri,F ,Y,Disgust,N,N,
Sakit sir...😭😭😭,F,N,Sadness,N,N,
He needs to see an endocrinologist. Hope his weight issues are resolved,E,N,Sadness,N,N,
Nature is dying,E,N,Sadness,N,N,
death penalty ibalik na plzz kawawa naman 🤒🤒🤒🤒😡2019 🤒patayan na bullet 😠😡,F,N,Anger,N,N,
Pure protein yan,F,N,Joy,N,N,
parang mas nakita ko pa sincerity & concern ng teacher sa mga bata kesa Nanay nila..😔🤦🏻‍♀️,F,N,Sadness,N,N,
Pinatulfo mo nalang sana [NAME]. Baka may chance pa na maibalik lahat ng binigay mo sa lalakeng yun.,F,N,Sadness,N,Y,
"parang ito din yung pinapausok ng mga arabo sa loob ng bahay,mabango",F,N,Joy,N,Y,
"Sa totoo lang, maganda sya at matangkad pa.",F,N,Joy,N,N,
Sarap sa pakiramdam na makitang ok na siya😉😉😥,F,N,Joy,N,N,
labas mga keyboard warrior kung meron nga ba ginagawa ung binoto nyo na nakatutok lang sa shabu,F,N,Anger,N,N,
Ayaw sa nawong pangitaa pre sa batasan kasabot ka BATASAN😑 kagwapa ra ana😊,N,N,None,Y,N,
Mabuhay ka [NAME] more power[NAME] at kay [NAME] soho👍,F,N,Joy,N,N,
"""Minsan everyday nakakakita kami """,F,N,Joy,N,N,
ewwww dapat d nyo hinahayaan dumami ng ganyan ung kuto buti nakakatulog pa yan,F,N,Disgust,N,N,
Marami yan sa amin mahirap nmn kmi 😁,F,N,Joy,N,N,
"bakit kailangan umangkat? 
we used to be  rice exporter. iba na talaga.",F,N,Sadness,N,N,
"1:37 I no longer want my dreadful 9-5 as a result of, *f u n d a i l y p  a  y . c o m*",E,N,None,N,N,
kahit walang  ayuda wag ka lang kumain ng ganyan uy so plz tumigil ka na,F,N,Sadness,N,N,
"Sino nag aabang sa kanyang transformation
👇",F,N,Joy,N,N,
Kinati ung buhok ko,F,N,Disgust,N,N,
galing galing po...2 thumbs up po sir [NAME]....,F,N,Joy,N,N,
[NAME] BLESS YOU  [NAME] 👍👍👍👏👏👏🙏🙏🙏🎈♥️❤️,E,N,Joy,N,N,
Oh Nakaka ahas naman haha 😂 pwede magpa kagat aaw 🤗,F,N,Joy,N,N,
Yooo that's nasty gosh damn it,E,N,Joy,N,N,
Silingan na namo mga BOGOOO MGA GIATAY MGA BASHERS MATAY PAMO,N,N,None,Y,N,
Too much love can ruin  other's life ..,E,N,Sadness,N,N,
Dapat ubusin na ang malalaking ahas nakakatakot sa haba eh baka lalaki pa sobra,E,N,Fear,N,N,
Mukhang tanga lng.,F,Y,Anger,N,N,
mas masarap tirisin ung nanay at tyahin.. nakakagigil.. hinayaan nilang umabot sa ganyan ung ulo ng kids.. smh.,F,N,Anger,N,N,
Kasi gumagamit siya parseltongue/ language of the serpents,F,N,Joy,N,N,
"Kadiri po kayo,yuckkkkkk!",F,Y,Disgust,N,N,
Buti nalang masipag manguto nanay ko nung bata kami. Love you mother! 😘,F,N,Joy,N,N,
Patatagalin p b yan?? Pag nahuli torturin.. tapos salvage n agad! Magiging palamunin p ng gobyerno yan pag binuhay,F,N,Anger,N,N,
Sana matuloy operation niya,F,N,Fear,N,N,
Minsan every day,F,N,Joy,N,N,
[NAME] is good talaga all the time  1😬😬🥰🥰,E,N,Joy,N,N,
loslos ...kurakot tlga ang [NAME],F,N,Anger,N,N,
[NAME] bless u [NAME] 😊😊😊,E,N,Joy,N,N,
ee di sana nag tanim yung taga [NAME] mga tampalasan 😏,F,N,Anger,N,N,
Ang gwapo na ni kuya [NAME]. Sana tuloy tuloy na maayos buhay mo at gumaling ka na.,F,N,Joy,N,N,
haha ak9 nga pag nakakakita ng ahas. nagatatakbo na,F,N,Joy,N,N,
Para SA aking hahayaan ko na tong mga kahoy NATO dahil kapag Ang kalikasan na Ang maniningil cguro Kung gaano ka Mahal Yung kahoy pero mas higit pa dun Yung ibabalik sa atin,F,N,Fear,N,N,
pabaya ang magulang at tiyahin nyan.. walang paki sa mga bata kaya umabot sa ganyan..,F,N,Anger,N,N,
[NAME] Bakit hindi yung mga minero n sinisira ang kalikasan ang hulihin ninyo. Bakit d ninyo b sila kaya? Kasi kalimitan may kapit sa [NAME] o taga [NAME] rin.,F,N,Anger,N,N,
Everything happens for a good reason may plano ci [NAME] kay kuya [NAME],E,N,Joy,N,N,
"Uso n yan kc malapit n undas!!😂😂😂kaway kaway taga pangasinan!!,,DEREMEN  sarap gataan!😋😋😋",F,N,Joy,N,N,
Sira ulo na yta yan,F,N,Anger,N,N,
Buang kaman diay. Ayawg pasanginli ang lockdown tun[NAME] anang kabuang nemo,N,N,None,Y,N,
ANONG nangyari AYAW magplay,F,N,Fear,N,N,
2:45 jusko nagulat ako HAHAHA,F,N,Joy/Surprise,N,N,
"Naawa ako kay [NAME] 😖
In time , you will be healed [NAME] . Trust kay [NAME] and hingi ja ng guidance .
[NAME]bless you. 
You din’t deserve that guy .",E,N,Sadness,N,N,
Minsan everyday,E,N,Joy,N,N,
ang ganda ni ate...me awa ang [NAME] pray lang po tau maayos din po yan.mdami po ang mbabait ang puso..pray lang po mam,F,N,Joy,N,N,
Dto sa Med East..mahal yan ..Bukor tawag dto..pabango nila..ung frnd nmin na Kuwaiti pmupunta sa pinas..para bumili ng kahoy.. .,F,N,None,N,Y,
"Mas nakkawa kayo ate kase sa inyo, kayu pamilya kau.. may nattirahan kau pero cia tinuring niung polobi pero hnd nwwla sa kanya ang pagging matalino commonsense kc pag may time,",F,N,Sadness,N,N,
Dito sa [NAME] nila yan binibinta kasi yan ginagamit ng mga tao dito pampabango sa bahay bukor tawag nila..ginagamit din yan panggawa ng perfume,F,N,None,N,N,
Habang may buhay may Pag-asa. [NAME] bless you🙏🙏🙏,F,N,Sadness,N,N,
Marami sa bukid namin yan,F,N,Joy,N,N,
abugbug berna hahahah,F,N,Joy,N,Y,
"Im from [NAME] and I used to study near  there...
That place is really polluted and dirty and there is a big tree so that explains why there are many snakes... 🙄 duh",E,N,Sadness,N,N,
ew kade naman yan lalake na yan ew,F,N,Disgust,N,N,
sana maayos na mokha mo para hindi kana ma buli kahit ano pa ang mokha nang tao wag hosgahan,F,N,Sadness,N,N,
Okay mo mukha mo. Mrramdaman mo yan after ng ilang taon. Andami mong parasite makukuha jan. Baka bigla ka nlang ma-coma o madedo jan.,F,N,Anger,N,N,
That is so many,E,N,Disgust,N,N,
niloloko mo kami! haha,F,N,Joy,N,N,
Pagkatapos mo pakinabangan iiwanan muna agad,F,N,Anger,N,N,
Dina maayos yan,F,N,None,N,N,
Hala yung lalaking yon rapist daw yon nasa liwayway quezon na daw sya ako ay taga mauban at may napatay daw syang 16 y.o na babae suspect na daw sya 50k ang pera pag na huli na kakatakot,F,N,Fear,N,Y,
bayabas po pwede po yon yon din po yong kinawa namin kay ate ko noong ng kaganyan din siya pag natulog na si ate maglabas ng malinis na damit na kulay puti para hindi  magkainfection,F,N,None,N,N,
Mao  nang  dli  ta  ma  dato  kay  seloso,N,N,None,Y,N,
Ewwwww kaka  diri  ka  koya,F,Y,Disgust,N,N,
Hmmmm nung bata aq mdmi aq nkkta gnyan puno.... secret maganda ata balikan ko yun ah,F,N,Joy,N,N,
ako lng ba nka pansin naging iba ung bag na hilahila ni lola,F,N,None,N,N,
"Masaya po ako na pwede pang mabago ang buhay niya excited ako sa changes na mangyayari sakanya aabangan ko talaga yan, fighting!!! 😍😍😘😘😊😊",F,N,Joy,N,N,
Ang lupit naman ni kuya,F,N,Surprise,N,N,
Wala  talagang kwenta  ang  mga lalaki  kaya  ako ayokong  magasawa  eh,F,N,Anger,N,N,
May paayuda na c boy tapang. Sobrang hirap din sa buhay binibigyan nya,F,N,Joy,N,N,
I HATE SNAKEU🙅🐍,E,N,Anger,N,N,
Dapat yung lalaki yyng makulong ehh,F,N,Anger,N,N,
hinuhuli ang mga tao na kumukuha ng agarwood kasi [NAME] ang gustu makinabang,F,N,Anger,N,N,
"Hahaha! Tabachuy parang si herman goring, vandolph, baste, ryan yllana, sumo wrestler, etc!",F,N,Joy,N,Y,
Kwell lng pantapat nyan,F,N,None,N,N,
kawawa namn si Ate,F,N,Sadness,N,N,
Pakihuli nga Nyan parang timang hahahaha,F,N,Joy,N,N,
NXP LNĞ MALAKAS,F,N,None,N,N,
Pulitico goverment offecial lng ang nkikinabang ang mahihirap walang karapatan na umangat sa buhay....bullshit,F,Y,Anger,N,N,
Yan mga tao nadidiri,F,Y,Disgust,N,N,
pinaka grabe kong ginawa nung nagmahal ako... NAGPAKATANGA AKO SAKNYA NG APAT NA TAON😂 TAS NI MINSAN HE NEVER NOTICED MY WORTH,F,N,Sadness,N,N,
ano bayan nakakadiri anong klaseng mukbang yan kumakain ng insekto,F,N,Disgust,N,N,
"Yung pinapanuod mo sya, pero sa comment yung mata mo hahaha wtf 🤣🤣🤣",F,Y,Joy,N,N,
"Dame nyan sa arab country., pabango lang sa bahay.",F,N,None,N,Y,
Action agad [NAME]... Para sila lang makikinabang mga polpol,F,N,Anger,N,N,
"[NAME] is good all the time 
And all the time [NAME] is good 
[NAME] bless [NAME] and Teacher [NAME]",E,N,Joy,N,N,
Sana may update ulit kay Kuya [NAME] 😭🥰,F,N,Joy,N,N,
meegeed! Hanggang pakikinig nalng kaya ko di ko kayang manuod HAHAHA healthy naman pala si kuya ee 😂,F,N,Joy,N,N,
Ginagawa kasi yang bakoor niLAlagyN yan ng perfume,F,N,None,N,N,
Yay  nakakadiri,F,Y,Disgust,N,N,
Kailagan nating alamin kung ano ang tunay na pagmamahal at para maisagawa ng tama.,F,N,Joy,N,N,
ayan nah.. susme! [NAME] jan kau magaling.. hindi kau nag kukusa mag explore ng mga kahoy na may value.. saka lang kayo kikilos pag may napabalita.. takte ninyo!! mga mukang pera din kayo.. tse!!,F,Y,Anger,N,N,
May sugat den ako sa ulo,F,N,Sadness,N,N,
"Tigilan niyo Napo Sana Yan
Nakaka sama Napo Yan sa iyong
Kalisugan",N,N,Sadness,N,N,
Magtanim kayo wag putol ng putol,F,N,Anger,N,N,
Pls give the por,E,N,Sadness,N,N,
maganda sya kahit may kapansanan sya tiwala lang kay [NAME],F,N,None,N,N,
Ayaw ipagalaw ng [NAME] pero sila din mismo makikinabang dyan. Patago sila makikipag transaksyon sa mga buyer nyan.,F,N,Anger,N,N,
diko naiwasan di maiyak habang nanunuod 😇😇😇,F,N,Sadness,N,N,
Panghalo kasi sa paham yan,F,N,None,N,N,
Paano hindi namamatay,F,N,None,N,N,
"Ito po ba yung Tinatawag na ""Saling"" sa ilocano?",F,N,None,N,Y,
Bakit lahàt ñg doctor sa [NAME] kill joy xD,F,N,None,N,N,
Maganda naman Sya,F,N,Joy,N,N,
Kaya mo yan Harry Roque,F,N,None,N,Y,
Magaling kc sa pandurugas ang [NAME] po ateh,F,N,Anger,N,N,
"wow..
grabeh ..
wala cyang takot...😱",F,N,Fear,N,N,
Tumayo balahibo ko,F,N,Fear,N,N,
salazar slitherin,N,N,None,N,N,
Yan ung sunod na magdadala Ng pandemia sa [NAME]😠😠😠,F,N,Anger,N,N,
Another pandemic: Am I A Joke To You?,E,N,None,N,N,
"Nagulat ako haha
2:40",F,N,Surprise,N,N,
[NAME] Bless sa vlogger,E,N,Joy,N,N,
Mrun dto samin Yan nlalaga lang Yong boto nyan tas kakainin.,F,N,None,N,N,
Baka yang hawak niang patalim nayan baka yan yung nasa antipolo masaker....LUSIPER😈,F,N,Anger,N,Y,
Dapat talaga yung lalaki na lang. nakakaasar...,F,N,Anger,N,N,
Nakakaiyak nakaka touch 😘,F,N,Sadness,N,N,
Kasalanan nun llki.. I feel bad s kababayan k pero ngmhal lng xia 😔 s babae nmn pgling k po 😔,F,N,Sadness,N,N,
juicekopo.... sumakit  ulo ko dito..,F,N,Sadness,N,N,
"wa oroy ka na covid pistiha ka ,kung unsa kamaot imung gipangkaon ingun ana pud kamaot imong nawung.",N,N,None,Y,N,
Ang bilis umangat Ang Buhay ni boytapang Kasi bigla nabura Account niya,F,N,Joy,N,Y,
Sarili mong lupa illegal pa rin? Lintek na batas yan.,F,N,Anger,N,N,
Di niya daw intensiyon eh ano yun?  Aksedenti?,F,N,Anger,N,N,
Mga sirang nilalang,F,N,Anger,N,N,
Ayoko naaa! Naduwal ako shems,F,Y,Anger,N,N,
"Naku kuya alagaan nyo po kalusugan nyo
Kadiri",F,N,Disgust,N,N,
Grabeng nanay yan!,F,N,Anger,N,N,
Mas ok nayan kesa mag nakaw tandaan nyo guys may dahilan lahat ng mga maling ginagawa kung bkit sila laging gumagawa ng mga mali.,F,N,None,N,N,
Hay nako ang govyerno talaga pag pera na lumalabas ang tunay na ugali  mga Gahaman sa pera,F,N,Anger,N,N,
"POTAENE nakakainis sumagot yung lalaki sabi nya ""dahil sa nangyari nayun mas lalo ko siya namahal"" edi ibig sabihin hindi mo siya pala mahal dati wtf?",F,Y,Anger,N,N,
